# command: /Users/vishnu/molecular/build/apps/moldyn_run --cells 3 --density 0.80 --temperature 1.0 --cutoff 2.5 --skin 0.4 --dt 0.001 --equilibrate 0 --production 1000 --thermostat none --seed 12345 --truncation linear-force-shift --thermo-out /Users/vishnu/molecular/results/exp02_thermo_dt0.001.csv
# git_sha: dd6f8b8
# host: Darwin arm64
# units: reduced Lennard-Jones units (sigma = epsilon = mass = kB = 1)
# truncation: linear-force-shift
# pressure_includes_tail_correction: no
# potential_energy_includes_tail_correction: no
# temperature_dof: 3N=324 while Langevin drives (equilibration, and Langevin production), 3N-3=321 under the momentum-conserving integrators (NVE, Nose-Hoover), for which the centre-of-mass momentum is re-zeroed at the equilibration/production boundary
step,time,phase,potential_energy,kinetic_energy,total_energy,temperature,pressure
927,0.927,production,-508.4893382,86.4939512,-421.995387,0.5389031228,-1.252838842
928,0.928,production,-508.4072178,86.41183588,-421.9953819,0.5383915008,-1.249575161
929,0.929,production,-508.3230671,86.32769018,-421.9953769,0.5378672286,-1.246263132
930,0.93,production,-508.2370098,86.24163788,-421.9953719,0.5373310771,-1.24290525
931,0.931,production,-508.1491698,86.15380269,-421.9953672,0.5367838174,-1.239505662
932,0.932,production,-508.0596699,86.06430724,-421.9953626,0.5362262133,-1.236068329
933,0.933,production,-507.9686306,85.97327215,-421.9953584,0.5356590165,-1.232598492
934,0.934,production,-507.8761695,85.88081494,-421.9953546,0.5350829592,-1.229098955
935,0.935,production,-507.7824001,85.78704898,-421.9953512,0.5344987475,-1.225573347
936,0.936,production,-507.6874311,85.6920829,-421.9953482,0.5339070586,-1.22202546
937,0.937,production,-507.5913655,85.59601971,-421.9953458,0.533308534,-1.218459636
938,0.938,production,-507.4942995,85.49895553,-421.995344,0.5327037728,-1.21487994
939,0.939,production,-507.3963218,85.40097906,-421.9953428,0.5320933274,-1.211289381
940,0.94,production,-507.2975136,85.30217133,-421.9953422,0.531477703,-1.207692033
941,0.941,production,-507.1979475,85.20260528,-421.9953422,0.5308573538,-1.204089588
942,0.942,production,-507.0976888,85.10234583,-421.9953429,0.5302326843,-1.200483537
943,0.943,production,-506.9967938,85.00144944,-421.9953443,0.5296040463,-1.196878094
944,0.944,production,-506.8953099,84.89996349,-421.9953464,0.5289717351,-1.193275168
945,0.945,production,-506.7932759,84.79792687,-421.9953491,0.528335993,-1.189676378
946,0.946,production,-506.6907229,84.6953707,-421.9953522,0.5276970137,-1.18608355
947,0.947,production,-506.5876746,84.59231864,-421.9953559,0.5270549448,-1.182497432
948,0.948,production,-506.4841473,84.48878708,-421.9953602,0.5264098884,-1.178920111
949,0.949,production,-506.3801505,84.38478565,-421.9953649,0.5257619043,-1.175351492
950,0.95,production,-506.2756884,84.2803186,-421.9953698,0.5251110193,-1.171793533
951,0.951,production,-506.1707614,84.17538647,-421.9953749,0.5244572366,-1.168247345
952,0.952,production,-506.0653672,84.06998679,-421.9953804,0.5238005408,-1.164712751
953,0.953,production,-505.9595013,83.96411566,-421.9953856,0.5231409076,-1.161191013
954,0.954,production,-505.853161,83.85777015,-421.9953908,0.5224783187,-1.15768153
955,0.955,production,-505.7463457,83.75095008,-421.9953956,0.5218127731,-1.154185867
956,0.956,production,-505.6390604,83.64366047,-421.9953999,0.521144302,-1.150705607
957,0.957,production,-505.5313174,83.53591381,-421.9954036,0.5204729832,-1.147240224
958,0.958,production,-505.4231384,83.42773196,-421.9954064,0.519798953,-1.143791959
959,0.959,production,-505.314557,83.31914877,-421.9954082,0.5191224222,-1.140364347
960,0.96,production,-505.2056215,83.21021254,-421.9954089,0.5184436918,-1.136959517
961,0.961,production,-505.0963969,83.10098864,-421.9954083,0.5177631691,-1.133580871
962,0.962,production,-504.9869678,82.99156172,-421.9954061,0.5170813815,-1.130230965
963,0.963,production,-504.87744,82.88203758,-421.9954024,0.5163989881,-1.126914177
964,0.964,production,-504.767942,82.77254525,-421.9953967,0.5157167928,-1.123637313
965,0.965,production,-504.6586287,82.66323961,-421.9953891,0.5150357608,-1.120402771
966,0.966,production,-504.5496826,82.55430298,-421.9953796,0.5143570279,-1.117218638
967,0.967,production,-504.4413138,82.44594582,-421.995368,0.5136819054,-1.114092999
968,0.968,production,-504.3337625,82.33840831,-421.9953541,0.5130118898,-1.111034358
969,0.969,production,-504.2272993,82.23196124,-421.995338,0.5123486681,-1.108048953
970,0.97,production,-504.1222259,82.12690618,-421.9953197,0.5116941195,-1.10514583
971,0.971,production,-504.0188743,82.02357508,-421.9952992,0.511050312,-1.102335246
972,0.972,production,-503.9176061,81.92232949,-421.9952766,0.5104194984,-1.099629381
973,0.973,production,-503.8188114,81.82355943,-421.995252,0.5098041086,-1.097039573
974,0.974,production,-503.7229071,81.72768155,-421.9952255,0.5092067386,-1.094578355
975,0.975,production,-503.6303342,81.63513689,-421.9951974,0.5086301364,-1.092258887
976,0.976,production,-503.5415558,81.5463881,-421.9951677,0.5080771844,-1.090095386
977,0.977,production,-503.4570531,81.46191629,-421.9951368,0.5075508803,-1.088100399
978,0.978,production,-503.3773223,81.38221734,-421.995105,0.5070543137,-1.086289884
979,0.979,production,-503.3028704,81.30779798,-421.9950724,0.5065906416,-1.084679319
980,0.98,production,-503.2342106,81.2391711,-421.9950395,0.5061630598,-1.083282757
981,0.981,production,-503.1718571,81.17685066,-421.9950065,0.5057747705,-1.082113976
982,0.982,production,-503.116321,81.12134726,-421.9949737,0.5054289549,-1.081189286
983,0.983,production,-503.0681043,81.07316254,-421.9949418,0.5051287386,-1.080522522
984,0.984,production,-503.0276938,81.03278285,-421.9949109,0.5048771517,-1.080126309
985,0.985,production,-502.9955552,81.0006736,-421.9948816,0.5046770941,-1.080012704
986,0.986,production,-502.9721278,80.97727384,-421.994854,0.5045313012,-1.080196478
987,0.987,production,-502.9578196,80.96299113,-421.9948285,0.5044423123,-1.080685778
988,0.988,production,-502.9530018,80.95819617,-421.9948056,0.5044124372,-1.081490029
989,0.989,production,-502.9580022,80.96321653,-421.9947856,0.5044437167,-1.082621142
990,0.99,production,-502.9731011,80.97833236,-421.9947688,0.5045378963,-1.084084585
991,0.991,production,-502.9985282,81.00377284,-421.9947553,0.504696404,-1.085883053
992,0.992,production,-503.034457,81.03971148,-421.9947455,0.5049203207,-1.088018958
993,0.993,production,-503.0810022,81.08626261,-421.9947396,0.5052103589,-1.090493615
994,0.994,production,-503.138216,81.14347818,-421.9947378,0.5055668422,-1.093305828
995,0.995,production,-503.2060855,81.21134545,-421.9947401,0.5059896913,-1.096453778
996,0.996,production,-503.2845323,81.28978571,-421.9947466,0.5064784156,-1.099932835
997,0.997,production,-503.3734107,81.3786534,-421.9947573,0.5070321084,-1.103737677
998,0.998,production,-503.472508,81.47773586,-421.9947722,0.5076494446,-1.107857669
999,0.999,production,-503.5815449,81.5867537,-421.9947912,0.5083286835,-1.112283631
1000,1,production,-503.7001766,81.70536244,-421.9948141,0.5090676787,-1.117003448
